Clef;Date début;Site;Profondeur;Plaque;Famille;Position sur plaque;Nombre;Observation
37135Tiahura1297Autres;sept-01;Tiahura;12m;97;Autres;;0;
37135Tiahura1298Autres;sept-01;Tiahura;12m;98;Autres;;0;
37135Tiahura1299AcroporidaeDessous;sept-01;Tiahura;12m;99;Acroporidae;Dessous;2;
37135Tiahura1299PoritidaeDessous;sept-01;Tiahura;12m;99;Poritidae;Dessous;1;
37135Tiahura12100PoritidaeDessous;sept-01;Tiahura;12m;100;Poritidae;Dessous;1;
37135Tiahura18101PoritidaeDessous;sept-01;Tiahura;18m;101;Poritidae;Dessous;1;
37135Tiahura18102Autres;sept-01;Tiahura;18m;102;Autres;;0;
37135Tiahura18103Autres;sept-01;Tiahura;18m;103;Autres;;0;
37135Tiahura18104Autres;sept-01;Tiahura;18m;104;Autres;;0;
37135Tiahura18105Autres;sept-01;Tiahura;18m;105;Autres;;0;
37135Tiahura18106CassésDessous;sept-01;Tiahura;18m;106;Cassés;Dessous;1;
37135Tiahura18107Autres;sept-01;Tiahura;18m;107;Autres;;0;
37135Tiahura18108AcroporidaeDessous;sept-01;Tiahura;18m;108;Acroporidae;Dessous;1;
37135Tiahura18109AcroporidaeBords;sept-01;Tiahura;18m;109;Acroporidae;Bords;1;
37135Tiahura18110Autres;sept-01;Tiahura;18m;110;Autres;;0;
37135Tiahura18111;sept-01;Tiahura;18m;111;;;;Plaque absente
37135Tiahura18112Autres;sept-01;Tiahura;18m;112;Autres;;0;
37135Tiahura18113Autres;sept-01;Tiahura;18m;113;Autres;;0;
37135Tiahura18114AcroporidaeBords;sept-01;Tiahura;18m;114;Acroporidae;Bords;1;
37135Tiahura18115Autres;sept-01;Tiahura;18m;115;Autres;;0;
37135Tiahura18116AutresDessus;sept-01;Tiahura;18m;116;Autres;Dessus;1;
37135Tiahura18117Autres;sept-01;Tiahura;18m;117;Autres;;0;
37135Tiahura18118AcroporidaeBords;sept-01;Tiahura;18m;118;Acroporidae;Bords;2;
37135Tiahura18118AcroporidaeDessus;sept-01;Tiahura;18m;118;Acroporidae;Dessus;1;
37135Tiahura18119AcroporidaeBords;sept-01;Tiahura;18m;119;Acroporidae;Bords;1;
37135Tiahura18120Autres;sept-01;Tiahura;18m;120;Autres;;0;
37135Haapiti6121Autres;sept-01;Haapiti;06m;121;Autres;;0;
37135Haapiti6122Autres;sept-01;Haapiti;06m;122;Autres;;0;
37135Haapiti6123Autres;sept-01;Haapiti;06m;123;Autres;;0;
37135Haapiti6124Autres;sept-01;Haapiti;06m;124;Autres;;0;
37135Haapiti6125Autres;sept-01;Haapiti;06m;125;Autres;;0;
37135Haapiti6126Autres;sept-01;Haapiti;06m;126;Autres;;0;
37135Haapiti6127Autres;sept-01;Haapiti;06m;127;Autres;;0;
37135Haapiti6128Autres;sept-01;Haapiti;06m;128;Autres;;0;
37135Haapiti6129Autres;sept-01;Haapiti;06m;129;Autres;;0;
37135Haapiti6130Autres;sept-01;Haapiti;06m;130;Autres;;0;
37135Haapiti6131Autres;sept-01;Haapiti;06m;131;Autres;;0;
37135Haapiti6132Autres;sept-01;Haapiti;06m;132;Autres;;0;
37135Haapiti6133PocilloporidaeDessous;sept-01;Haapiti;06m;133;Pocilloporidae;Dessous;1;
37135Haapiti6134Autres;sept-01;Haapiti;06m;134;Autres;;0;
37135Haapiti6135Autres;sept-01;Haapiti;06m;135;Autres;;0;
37135Haapiti6136Autres;sept-01;Haapiti;06m;136;Autres;;0;
37135Haapiti6137Autres;sept-01;Haapiti;06m;137;Autres;;0;
37135Haapiti6138Autres;sept-01;Haapiti;06m;138;Autres;;0;
37135Haapiti6139Autres;sept-01;Haapiti;06m;139;Autres;;0;
37135Haapiti6140Autres;sept-01;Haapiti;06m;140;Autres;;0;
37135Haapiti12141Autres;sept-01;Haapiti;12m;141;Autres;;0;
37135Haapiti12142Autres;sept-01;Haapiti;12m;142;Autres;;0;
37135Haapiti12143Autres;sept-01;Haapiti;12m;143;Autres;;0;
37135Haapiti12144PoritidaeDessous;sept-01;Haapiti;12m;144;Poritidae;Dessous;1;
37135Haapiti12145Autres;sept-01;Haapiti;12m;145;Autres;;0;
37135Haapiti12146Autres;sept-01;Haapiti;12m;146;Autres;;0;
37135Haapiti12147Autres;sept-01;Haapiti;12m;147;Autres;;0;
37135Haapiti12148Autres;sept-01;Haapiti;12m;148;Autres;;0;
37135Haapiti12149Autres;sept-01;Haapiti;12m;149;Autres;;0;
37135Haapiti12150Autres;sept-01;Haapiti;12m;150;Autres;;0;
37135Haapiti12151Autres;sept-01;Haapiti;12m;151;Autres;;0;
37135Haapiti12152Autres;sept-01;Haapiti;12m;152;Autres;;0;
37135Haapiti12153Autres;sept-01;Haapiti;12m;153;Autres;;0;
37135Haapiti12154Autres;sept-01;Haapiti;12m;154;Autres;;0;
37135Haapiti12155Autres;sept-01;Haapiti;12m;155;Autres;;0;
37135Haapiti12156Autres;sept-01;Haapiti;12m;156;Autres;;0;
37135Haapiti12157Autres;sept-01;Haapiti;12m;157;Autres;;0;
37135Haapiti12158CassésDessus;sept-01;Haapiti;12m;158;Cassés;Dessus;1;
37135Haapiti12159PoritidaeDessous;sept-01;Haapiti;12m;159;Poritidae;Dessous;1;
37135Haapiti12160PoritidaeDessous;sept-01;Haapiti;12m;160;Poritidae;Dessous;1;
37135Haapiti18161CassésDessus;sept-01;Haapiti;18m;161;Cassés;Dessus;1;
37135Haapiti18162Autres;sept-01;Haapiti;18m;162;Autres;;0;
37135Haapiti18163Autres;sept-01;Haapiti;18m;163;Autres;;0;
37135Haapiti18164Autres;sept-01;Haapiti;18m;164;Autres;;0;
37135Haapiti18165Autres;sept-01;Haapiti;18m;165;Autres;;0;
37135Haapiti18166Autres;sept-01;Haapiti;18m;166;Autres;;0;
37135Haapiti18167Autres;sept-01;Haapiti;18m;167;Autres;;0;
37135Haapiti18168Autres;sept-01;Haapiti;18m;168;Autres;;0;
37135Haapiti18169Autres;sept-01;Haapiti;18m;169;Autres;;0;
37135Haapiti18170Autres;sept-01;Haapiti;18m;170;Autres;;0;
37135Haapiti18171Autres;sept-01;Haapiti;18m;171;Autres;;0;
37135Haapiti18172Autres;sept-01;Haapiti;18m;172;Autres;;0;
37135Haapiti18173Autres;sept-01;Haapiti;18m;173;Autres;;0;
37135Haapiti18174Autres;sept-01;Haapiti;18m;174;Autres;;0;
37135Haapiti18175Autres;sept-01;Haapiti;18m;175;Autres;;0;
37135Haapiti18176Autres;sept-01;Haapiti;18m;176;Autres;;0;
37135Haapiti18177Autres;sept-01;Haapiti;18m;177;Autres;;0;
37135Haapiti18178Autres;sept-01;Haapiti;18m;178;Autres;;0;
37135Haapiti18179Autres;sept-01;Haapiti;18m;179;Autres;;0;
37135Haapiti18180AcroporidaeDessus;sept-01;Haapiti;18m;180;Acroporidae;Dessus;1;
37226Vaipahu61AcroporidaeDessous;déc-01;Vaipahu;06m;1;Acroporidae;Dessous;1;
37226Vaipahu61PocilloporidaeDessous;déc-01;Vaipahu;06m;1;Pocilloporidae;Dessous;1;
37226Vaipahu62AcroporidaeDessous;déc-01;Vaipahu;06m;2;Acroporidae;Dessous;1;
37226Vaipahu62PocilloporidaeDessous;déc-01;Vaipahu;06m;2;Pocilloporidae;Dessous;1;
37226Vaipahu63PocilloporidaeDessous;déc-01;Vaipahu;06m;3;Pocilloporidae;Dessous;2;
37226Vaipahu64AcroporidaeDessous;déc-01;Vaipahu;06m;4;Acroporidae;Dessous;1;
37226Vaipahu64PocilloporidaeDessous;déc-01;Vaipahu;06m;4;Pocilloporidae;Dessous;6;
37226Vaipahu64PoritidaeBords;déc-01;Vaipahu;06m;4;Poritidae;Bords;1;
37226Vaipahu65PocilloporidaeDessous;déc-01;Vaipahu;06m;5;Pocilloporidae;Dessous;4;
37226Vaipahu66Autres;déc-01;Vaipahu;06m;6;Autres;;0;
37226Vaipahu67Autres;déc-01;Vaipahu;06m;7;Autres;;0;
37226Vaipahu68PocilloporidaeBords;déc-01;Vaipahu;06m;8;Pocilloporidae;Bords;1;
37226Vaipahu68PocilloporidaeDessous;déc-01;Vaipahu;06m;8;Pocilloporidae;Dessous;1;
37226Vaipahu69PocilloporidaeBords;déc-01;Vaipahu;06m;9;Pocilloporidae;Bords;1;
37226Vaipahu69PocilloporidaeDessous;déc-01;Vaipahu;06m;9;Pocilloporidae;Dessous;3;
37226Vaipahu610;déc-01;Vaipahu;06m;10;;;;Plaque absente
37226Vaipahu611PocilloporidaeBords;déc-01;Vaipahu;06m;11;Pocilloporidae;Bords;2;
37226Vaipahu612PocilloporidaeDessous;déc-01;Vaipahu;06m;12;Pocilloporidae;Dessous;2;
37226Vaipahu612PoritidaeBords;déc-01;Vaipahu;06m;12;Poritidae;Bords;1;
37226Vaipahu613PocilloporidaeBords;déc-01;Vaipahu;06m;13;Pocilloporidae;Bords;1;
37226Vaipahu613PoritidaeDessous;déc-01;Vaipahu;06m;13;Poritidae;Dessous;1;
37226Vaipahu614PoritidaeBords;déc-01;Vaipahu;06m;14;Poritidae;Bords;1;
37226Vaipahu615PocilloporidaeBords;déc-01;Vaipahu;06m;15;Pocilloporidae;Bords;1;
37226Vaipahu615PocilloporidaeDessus;déc-01;Vaipahu;06m;15;Pocilloporidae;Dessus;1;
37226Vaipahu615PoritidaeDessus;déc-01;Vaipahu;06m;15;Poritidae;Dessus;4;
37226Vaipahu616CassésBords;déc-01;Vaipahu;06m;16;Cassés;Bords;1;
37226Vaipahu616PocilloporidaeDessous;déc-01;Vaipahu;06m;16;Pocilloporidae;Dessous;2;
37226Vaipahu616PoritidaeDessous;déc-01;Vaipahu;06m;16;Poritidae;Dessous;1;
37226Vaipahu617PocilloporidaeBords;déc-01;Vaipahu;06m;17;Pocilloporidae;Bords;3;
37226Vaipahu617PoritidaeBords;déc-01;Vaipahu;06m;17;Poritidae;Bords;2;
37226Vaipahu618PocilloporidaeDessous;déc-01;Vaipahu;06m;18;Pocilloporidae;Dessous;2;
37226Vaipahu619AcroporidaeBords;déc-01;Vaipahu;06m;19;Acroporidae;Bords;3;
37226Vaipahu619AcroporidaeDessous;déc-01;Vaipahu;06m;19;Acroporidae;Dessous;1;
37226Vaipahu619PocilloporidaeDessous;déc-01;Vaipahu;06m;19;Pocilloporidae;Dessous;4;
37226Vaipahu619PoritidaeDessous;déc-01;Vaipahu;06m;19;Poritidae;Dessous;1;
37226Vaipahu620AcroporidaeBords;déc-01;Vaipahu;06m;20;Acroporidae;Bords;1;
37226Vaipahu620PocilloporidaeBords;déc-01;Vaipahu;06m;20;Pocilloporidae;Bords;3;
37226Vaipahu620PocilloporidaeDessous;déc-01;Vaipahu;06m;20;Pocilloporidae;Dessous;2;
37226Vaipahu620PocilloporidaeDessus;déc-01;Vaipahu;06m;20;Pocilloporidae;Dessus;1;
37226Vaipahu1221AcroporidaeDessus;déc-01;Vaipahu;12m;21;Acroporidae;Dessus;1;
37226Vaipahu1221PocilloporidaeDessus;déc-01;Vaipahu;12m;21;Pocilloporidae;Dessus;1;
37226Vaipahu1222AcroporidaeBords;déc-01;Vaipahu;12m;22;Acroporidae;Bords;1;
37226Vaipahu1222AcroporidaeDessous;déc-01;Vaipahu;12m;22;Acroporidae;Dessous;2;
37226Vaipahu1222PocilloporidaeDessous;déc-01;Vaipahu;12m;22;Pocilloporidae;Dessous;2;
37226Vaipahu1222PoritidaeDessous;déc-01;Vaipahu;12m;22;Poritidae;Dessous;1;
37226Vaipahu1223CassésBords;déc-01;Vaipahu;12m;23;Cassés;Bords;1;
37226Vaipahu1223CassésDessus;déc-01;Vaipahu;12m;23;Cassés;Dessus;1;
37226Vaipahu1223PocilloporidaeBords;déc-01;Vaipahu;12m;23;Pocilloporidae;Bords;3;
37226Vaipahu1223PoritidaeBords;déc-01;Vaipahu;12m;23;Poritidae;Bords;2;
37226Vaipahu1223PoritidaeDessus;déc-01;Vaipahu;12m;23;Poritidae;Dessus;3;
37226Vaipahu1224PoritidaeDessous;déc-01;Vaipahu;12m;24;Poritidae;Dessous;1;
37226Vaipahu1225AcroporidaeDessous;déc-01;Vaipahu;12m;25;Acroporidae;Dessous;2;
37226Vaipahu1225PocilloporidaeDessous;déc-01;Vaipahu;12m;25;Pocilloporidae;Dessous;1;
37226Vaipahu1226AcroporidaeDessous;déc-01;Vaipahu;12m;26;Acroporidae;Dessous;1;
37226Vaipahu1226PocilloporidaeBords;déc-01;Vaipahu;12m;26;Pocilloporidae;Bords;1;
37226Vaipahu1227AcroporidaeDessous;déc-01;Vaipahu;12m;27;Acroporidae;Dessous;2;
37226Vaipahu1227CassésDessous;déc-01;Vaipahu;12m;27;Cassés;Dessous;1;
37226Vaipahu1228AcroporidaeDessous;déc-01;Vaipahu;12m;28;Acroporidae;Dessous;1;
37226Vaipahu1228CassésDessous;déc-01;Vaipahu;12m;28;Cassés;Dessous;1;
37226Vaipahu1228PocilloporidaeDessous;déc-01;Vaipahu;12m;28;Pocilloporidae;Dessous;2;
37226Vaipahu1228PoritidaeDessous;déc-01;Vaipahu;12m;28;Poritidae;Dessous;2;
37226Vaipahu1229AcroporidaeDessous;déc-01;Vaipahu;12m;29;Acroporidae;Dessous;1;
37226Vaipahu1229CassésDessus;déc-01;Vaipahu;12m;29;Cassés;Dessus;2;
37226Vaipahu1229PocilloporidaeDessous;déc-01;Vaipahu;12m;29;Pocilloporidae;Dessous;1;
37226Vaipahu1230AcroporidaeDessus;déc-01;Vaipahu;12m;30;Acroporidae;Dessus;1;
37226Vaipahu1230CassésDessous;déc-01;Vaipahu;12m;30;Cassés;Dessous;1;
37226Vaipahu1230PocilloporidaeDessous;déc-01;Vaipahu;12m;30;Pocilloporidae;Dessous;4;
37226Vaipahu1230PoritidaeDessous;déc-01;Vaipahu;12m;30;Poritidae;Dessous;1;
37226Vaipahu1231PocilloporidaeBords;déc-01;Vaipahu;12m;31;Pocilloporidae;Bords;1;
37226Vaipahu1232PocilloporidaeDessous;déc-01;Vaipahu;12m;32;Pocilloporidae;Dessous;3;
37226Vaipahu1232PocilloporidaeDessus;déc-01;Vaipahu;12m;32;Pocilloporidae;Dessus;2;
37226Vaipahu1232PoritidaeDessous;déc-01;Vaipahu;12m;32;Poritidae;Dessous;1;
37226Vaipahu1233AcroporidaeBords;déc-01;Vaipahu;12m;33;Acroporidae;Bords;1;
37226Vaipahu1233AcroporidaeDessus;déc-01;Vaipahu;12m;33;Acroporidae;Dessus;1;
37226Vaipahu1233PocilloporidaeBords;déc-01;Vaipahu;12m;33;Pocilloporidae;Bords;2;
37226Vaipahu1233PocilloporidaeDessous;déc-01;Vaipahu;12m;33;Pocilloporidae;Dessous;1;
37226Vaipahu1233PocilloporidaeDessus;déc-01;Vaipahu;12m;33;Pocilloporidae;Dessus;1;
37226Vaipahu1234CassésBords;déc-01;Vaipahu;12m;34;Cassés;Bords;1;
37226Vaipahu1235PocilloporidaeDessous;déc-01;Vaipahu;12m;35;Pocilloporidae;Dessous;1;
37226Vaipahu1236AcroporidaeBords;déc-01;Vaipahu;12m;36;Acroporidae;Bords;1;
37226Vaipahu1236AcroporidaeDessous;déc-01;Vaipahu;12m;36;Acroporidae;Dessous;1;
37226Vaipahu1236PoritidaeBords;déc-01;Vaipahu;12m;36;Poritidae;Bords;1;
37226Vaipahu1237Autres;déc-01;Vaipahu;12m;37;Autres;;0;
37226Vaipahu1238Autres;déc-01;Vaipahu;12m;38;Autres;;0;
37226Vaipahu1239AcroporidaeDessous;déc-01;Vaipahu;12m;39;Acroporidae;Dessous;1;
37226Vaipahu1239CassésDessous;déc-01;Vaipahu;12m;39;Cassés;Dessous;1;
37226Vaipahu1240Autres;déc-01;Vaipahu;12m;40;Autres;;0;
37226Vaipahu1841PocilloporidaeDessous;déc-01;Vaipahu;18m;41;Pocilloporidae;Dessous;1;
37226Vaipahu1842PocilloporidaeDessous;déc-01;Vaipahu;18m;42;Pocilloporidae;Dessous;1;
37226Vaipahu1843PocilloporidaeDessus;déc-01;Vaipahu;18m;43;Pocilloporidae;Dessus;1;
37226Vaipahu1844PocilloporidaeBords;déc-01;Vaipahu;18m;44;Pocilloporidae;Bords;1;
37226Vaipahu1844PocilloporidaeDessus;déc-01;Vaipahu;18m;44;Pocilloporidae;Dessus;1;
37226Vaipahu1845AcroporidaeBords;déc-01;Vaipahu;18m;45;Acroporidae;Bords;3;
37226Vaipahu1845AcroporidaeDessus;déc-01;Vaipahu;18m;45;Acroporidae;Dessus;1;
37226Vaipahu1845CassésBords;déc-01;Vaipahu;18m;45;Cassés;Bords;1;
37226Vaipahu1846PocilloporidaeBords;déc-01;Vaipahu;18m;46;Pocilloporidae;Bords;1;
37226Vaipahu1846PocilloporidaeDessous;déc-01;Vaipahu;18m;46;Pocilloporidae;Dessous;3;
37226Vaipahu1847AcroporidaeDessous;déc-01;Vaipahu;18m;47;Acroporidae;Dessous;1;
37226Vaipahu1847PocilloporidaeDessous;déc-01;Vaipahu;18m;47;Pocilloporidae;Dessous;5;
37226Vaipahu1847PoritidaeDessous;déc-01;Vaipahu;18m;47;Poritidae;Dessous;1;
37226Vaipahu1848PocilloporidaeDessous;déc-01;Vaipahu;18m;48;Pocilloporidae;Dessous;1;
37226Vaipahu1848PoritidaeBords;déc-01;Vaipahu;18m;48;Poritidae;Bords;1;
37226Vaipahu1849Autres;déc-01;Vaipahu;18m;49;Autres;;0;
37226Vaipahu1850AcroporidaeBords;déc-01;Vaipahu;18m;50;Acroporidae;Bords;1;
37226Vaipahu1850PocilloporidaeBords;déc-01;Vaipahu;18m;50;Pocilloporidae;Bords;1;
37226Vaipahu1850PocilloporidaeDessous;déc-01;Vaipahu;18m;50;Pocilloporidae;Dessous;2;
37226Vaipahu1851PocilloporidaeBords;déc-01;Vaipahu;18m;51;Pocilloporidae;Bords;1;
37226Vaipahu1851PocilloporidaeDessous;déc-01;Vaipahu;18m;51;Pocilloporidae;Dessous;1;
37226Vaipahu1852Autres;déc-01;Vaipahu;18m;52;Autres;;0;
37226Vaipahu1853PocilloporidaeDessous;déc-01;Vaipahu;18m;53;Pocilloporidae;Dessous;2;
37226Vaipahu1854AcroporidaeDessus;déc-01;Vaipahu;18m;54;Acroporidae;Dessus;1;
37226Vaipahu1854PocilloporidaeBords;déc-01;Vaipahu;18m;54;Pocilloporidae;Bords;1;
37226Vaipahu1854PocilloporidaeDessous;déc-01;Vaipahu;18m;54;Pocilloporidae;Dessous;3;
37226Vaipahu1854PoritidaeDessous;déc-01;Vaipahu;18m;54;Poritidae;Dessous;2;
37226Vaipahu1855PocilloporidaeDessous;déc-01;Vaipahu;18m;55;Pocilloporidae;Dessous;1;
37226Vaipahu1856AcroporidaeDessous;déc-01;Vaipahu;18m;56;Acroporidae;Dessous;1;
37226Vaipahu1857AcroporidaeDessous;déc-01;Vaipahu;18m;57;Acroporidae;Dessous;2;
37226Vaipahu1857AcroporidaeDessus;déc-01;Vaipahu;18m;57;Acroporidae;Dessus;1;
37226Vaipahu1858Autres;déc-01;Vaipahu;18m;58;Autres;;0;
37226Vaipahu1859CassésDessous;déc-01;Vaipahu;18m;59;Cassés;Dessous;1;
37226Vaipahu1859PocilloporidaeDessous;déc-01;Vaipahu;18m;59;Pocilloporidae;Dessous;1;
37226Vaipahu1860Autres;déc-01;Vaipahu;18m;60;Autres;;0;
37226Tiahura661Autres;déc-01;Tiahura;06m;61;Autres;;0;
37226Tiahura662PocilloporidaeDessous;déc-01;Tiahura;06m;62;Pocilloporidae;Dessous;1;
37226Tiahura662PoritidaeBords;déc-01;Tiahura;06m;62;Poritidae;Bords;1;
37226Tiahura663PocilloporidaeBords;déc-01;Tiahura;06m;63;Pocilloporidae;Bords;1;
37226Tiahura663PocilloporidaeDessous;déc-01;Tiahura;06m;63;Pocilloporidae;Dessous;2;
37226Tiahura664PocilloporidaeDessous;déc-01;Tiahura;06m;64;Pocilloporidae;Dessous;1;
37226Tiahura665Autres;déc-01;Tiahura;06m;65;Autres;;0;
37226Tiahura666Autres;déc-01;Tiahura;06m;66;Autres;;0;
37226Tiahura667Autres;déc-01;Tiahura;06m;67;Autres;;0;
37226Tiahura668PoritidaeBords;déc-01;Tiahura;06m;68;Poritidae;Bords;1;
37226Tiahura669Autres;déc-01;Tiahura;06m;69;Autres;;0;
37226Tiahura670CassésDessous;déc-01;Tiahura;06m;70;Cassés;Dessous;1;
37226Tiahura670PocilloporidaeDessous;déc-01;Tiahura;06m;70;Pocilloporidae;Dessous;2;
37226Tiahura670PocilloporidaeDessus;déc-01;Tiahura;06m;70;Pocilloporidae;Dessus;1;
37226Tiahura671PocilloporidaeDessous;déc-01;Tiahura;06m;71;Pocilloporidae;Dessous;1;
37226Tiahura672PocilloporidaeBords;déc-01;Tiahura;06m;72;Pocilloporidae;Bords;1;
37226Tiahura673AcroporidaeDessous;déc-01;Tiahura;06m;73;Acroporidae;Dessous;1;
37226Tiahura673PocilloporidaeDessous;déc-01;Tiahura;06m;73;Pocilloporidae;Dessous;6;
37226Tiahura673PoritidaeBords;déc-01;Tiahura;06m;73;Poritidae;Bords;1;
37226Tiahura673PoritidaeDessous;déc-01;Tiahura;06m;73;Poritidae;Dessous;1;
37226Tiahura674PocilloporidaeDessus;déc-01;Tiahura;06m;74;Pocilloporidae;Dessus;1;
37226Tiahura674PoritidaeDessous;déc-01;Tiahura;06m;74;Poritidae;Dessous;1;
37226Tiahura675PocilloporidaeDessus;déc-01;Tiahura;06m;75;Pocilloporidae;Dessus;1;
37226Tiahura676PocilloporidaeDessous;déc-01;Tiahura;06m;76;Pocilloporidae;Dessous;1;
37226Tiahura676PoritidaeBords;déc-01;Tiahura;06m;76;Poritidae;Bords;1;
37226Tiahura677CassésDessous;déc-01;Tiahura;06m;77;Cassés;Dessous;1;
37226Tiahura677PocilloporidaeBords;déc-01;Tiahura;06m;77;Pocilloporidae;Bords;1;
37226Tiahura677PocilloporidaeDessous;déc-01;Tiahura;06m;77;Pocilloporidae;Dessous;5;
37226Tiahura677PoritidaeBords;déc-01;Tiahura;06m;77;Poritidae;Bords;2;
37226Tiahura678;déc-01;Tiahura;06m;78;;;;Plaque absente
37226Tiahura679AcroporidaeDessous;déc-01;Tiahura;06m;79;Acroporidae;Dessous;1;
37226Tiahura679PocilloporidaeBords;déc-01;Tiahura;06m;79;Pocilloporidae;Bords;4;
37226Tiahura680PocilloporidaeDessous;déc-01;Tiahura;06m;80;Pocilloporidae;Dessous;3;
37226Tiahura1281CassésBords;déc-01;Tiahura;12m;81;Cassés;Bords;1;
37226Tiahura1281PocilloporidaeBords;déc-01;Tiahura;12m;81;Pocilloporidae;Bords;1;
37226Tiahura1282PocilloporidaeBords;déc-01;Tiahura;12m;82;Pocilloporidae;Bords;1;
37226Tiahura1282PoritidaeBords;déc-01;Tiahura;12m;82;Poritidae;Bords;1;
37226Tiahura1283PocilloporidaeDessous;déc-01;Tiahura;12m;83;Pocilloporidae;Dessous;2;
37226Tiahura1283PoritidaeDessous;déc-01;Tiahura;12m;83;Poritidae;Dessous;3;
37226Tiahura1284CassésDessus;déc-01;Tiahura;12m;84;Cassés;Dessus;1;
37226Tiahura1285PocilloporidaeDessous;déc-01;Tiahura;12m;85;Pocilloporidae;Dessous;1;
37226Tiahura1286PocilloporidaeDessous;déc-01;Tiahura;12m;86;Pocilloporidae;Dessous;3;
37226Tiahura1287AcroporidaeDessous;déc-01;Tiahura;12m;87;Acroporidae;Dessous;1;
37226Tiahura1287PocilloporidaeBords;déc-01;Tiahura;12m;87;Pocilloporidae;Bords;1;
37226Tiahura1287PoritidaeBords;déc-01;Tiahura;12m;87;Poritidae;Bords;1;
37226Tiahura1287PoritidaeDessous;déc-01;Tiahura;12m;87;Poritidae;Dessous;1;
37226Tiahura1288PocilloporidaeDessous;déc-01;Tiahura;12m;88;Pocilloporidae;Dessous;1;
37226Tiahura1288PoritidaeDessous;déc-01;Tiahura;12m;88;Poritidae;Dessous;2;
37226Tiahura1289AcroporidaeDessous;déc-01;Tiahura;12m;89;Acroporidae;Dessous;1;
37226Tiahura1289PocilloporidaeBords;déc-01;Tiahura;12m;89;Pocilloporidae;Bords;2;
37226Tiahura1289PocilloporidaeDessous;déc-01;Tiahura;12m;89;Pocilloporidae;Dessous;3;
37226Tiahura1289PoritidaeBords;déc-01;Tiahura;12m;89;Poritidae;Bords;1;
37226Tiahura1289PoritidaeDessous;déc-01;Tiahura;12m;89;Poritidae;Dessous;1;
37226Tiahura1290PoritidaeDessous;déc-01;Tiahura;12m;90;Poritidae;Dessous;1;
37226Tiahura1291;déc-01;Tiahura;12m;91;;;;Plaque absente
37226Tiahura1292PocilloporidaeDessous;déc-01;Tiahura;12m;92;Pocilloporidae;Dessous;1;
37226Tiahura1293PocilloporidaeBords;déc-01;Tiahura;12m;93;Pocilloporidae;Bords;1;
37226Tiahura1294PocilloporidaeDessous;déc-01;Tiahura;12m;94;Pocilloporidae;Dessous;2;
37226Tiahura1295PocilloporidaeDessous;déc-01;Tiahura;12m;95;Pocilloporidae;Dessous;1;
37226Tiahura1295PoritidaeDessous;déc-01;Tiahura;12m;95;Poritidae;Dessous;4;
37226Tiahura1296PocilloporidaeBords;déc-01;Tiahura;12m;96;Pocilloporidae;Bords;2;
37226Tiahura1296PoritidaeBords;déc-01;Tiahura;12m;96;Poritidae;Bords;2;
37226Tiahura1297Autres;déc-01;Tiahura;12m;97;Autres;;0;
37226Tiahura1298AcroporidaeDessous;déc-01;Tiahura;12m;98;Acroporidae;Dessous;1;
37226Tiahura1298CassésBords;déc-01;Tiahura;12m;98;Cassés;Bords;1;
37226Tiahura1299Autres;déc-01;Tiahura;12m;99;Autres;;0;
37226Tiahura12100AcroporidaeDessous;déc-01;Tiahura;12m;100;Acroporidae;Dessous;1;
37226Tiahura12100PoritidaeDessous;déc-01;Tiahura;12m;100;Poritidae;Dessous;1;
37226Tiahura18101AcroporidaeDessous;déc-01;Tiahura;18m;101;Acroporidae;Dessous;1;
37226Tiahura18102AcroporidaeDessous;déc-01;Tiahura;18m;102;Acroporidae;Dessous;1;
37226Tiahura18102CassésDessous;déc-01;Tiahura;18m;102;Cassés;Dessous;1;
37226Tiahura18103AutresDessous;déc-01;Tiahura;18m;103;Autres;Dessous;1;
37226Tiahura18103CassésDessus;déc-01;Tiahura;18m;103;Cassés;Dessus;1;
37226Tiahura18103PocilloporidaeBords;déc-01;Tiahura;18m;103;Pocilloporidae;Bords;1;
37226Tiahura18104CassésDessus;déc-01;Tiahura;18m;104;Cassés;Dessus;1;
37226Tiahura18105Autres;déc-01;Tiahura;18m;105;Autres;;0;
37226Tiahura18106Autres;déc-01;Tiahura;18m;106;Autres;;0;
37226Tiahura18107PocilloporidaeDessous;déc-01;Tiahura;18m;107;Pocilloporidae;Dessous;1;
37226Tiahura18108CassésBords;déc-01;Tiahura;18m;108;Cassés;Bords;1;
37226Tiahura18109AcroporidaeBords;déc-01;Tiahura;18m;109;Acroporidae;Bords;1;
37226Tiahura18109AcroporidaeDessous;déc-01;Tiahura;18m;109;Acroporidae;Dessous;2;
37226Tiahura18109PocilloporidaeBords;déc-01;Tiahura;18m;109;Pocilloporidae;Bords;1;
37226Tiahura18109PocilloporidaeDessous;déc-01;Tiahura;18m;109;Pocilloporidae;Dessous;1;
37226Tiahura18110AcroporidaeDessous;déc-01;Tiahura;18m;110;Acroporidae;Dessous;1;
37226Tiahura18111PocilloporidaeDessous;déc-01;Tiahura;18m;111;Pocilloporidae;Dessous;1;
37226Tiahura18111PoritidaeBords;déc-01;Tiahura;18m;111;Poritidae;Bords;1;
37226Tiahura18112AcroporidaeBords;déc-01;Tiahura;18m;112;Acroporidae;Bords;1;
37226Tiahura18112AcroporidaeDessus;déc-01;Tiahura;18m;112;Acroporidae;Dessus;1;
