Clef;Date début;Site;Profondeur;Plaque;Famille;Position sur plaque;Nombre;Observation
45597Vaipahu676PocilloporidaeDessus;nov-24;Vaipahu;06m;76;Pocilloporidae;Dessus;2;
45597Vaipahu675AutresDessous;nov-24;Vaipahu;06m;75;Autres;Dessous;1;
45597Vaipahu674AutresDessous;nov-24;Vaipahu;06m;74;Autres;Dessous;1;
45597Vaipahu674AcroporidaeDessous;nov-24;Vaipahu;06m;74;Acroporidae;Dessous;2;
45597Vaipahu674PocilloporidaeDessous;nov-24;Vaipahu;06m;74;Pocilloporidae;Dessous;2;
45597Vaipahu673AutresDessous;nov-24;Vaipahu;06m;73;Autres;Dessous;1;
45597Vaipahu673PocilloporidaeDessous;nov-24;Vaipahu;06m;73;Pocilloporidae;Dessous;4;
45597Vaipahu673PocilloporidaeBords;nov-24;Vaipahu;06m;73;Pocilloporidae;Bords;1;
45597Vaipahu672AcroporidaeDessous;nov-24;Vaipahu;06m;72;Acroporidae;Dessous;2;
45597Vaipahu672PocilloporidaeDessous;nov-24;Vaipahu;06m;72;Pocilloporidae;Dessous;6;
45597Vaipahu671AcroporidaeDessous;nov-24;Vaipahu;06m;71;Acroporidae;Dessous;1;
45597Vaipahu671PocilloporidaeDessous;nov-24;Vaipahu;06m;71;Pocilloporidae;Dessous;1;
45597Vaipahu671PocilloporidaeDessus;nov-24;Vaipahu;06m;71;Pocilloporidae;Dessus;1;
45597Vaipahu670AutresDessus;nov-24;Vaipahu;06m;70;Autres;Dessus;1;
45597Vaipahu669AcroporidaeDessous;nov-24;Vaipahu;06m;69;Acroporidae;Dessous;1;
45597Vaipahu669PocilloporidaeDessous;nov-24;Vaipahu;06m;69;Pocilloporidae;Dessous;1;
45597Vaipahu668PocilloporidaeDessous;nov-24;Vaipahu;06m;68;Pocilloporidae;Dessous;13;
45597Vaipahu668PocilloporidaeDessus;nov-24;Vaipahu;06m;68;Pocilloporidae;Dessus;1;
45597Vaipahu667AutresDessous;nov-24;Vaipahu;06m;67;Autres;Dessous;2;
45597Vaipahu667PoritidaeDessous;nov-24;Vaipahu;06m;67;Poritidae;Dessous;1;
45597Vaipahu667AcroporidaeDessous;nov-24;Vaipahu;06m;67;Acroporidae;Dessous;2;
45597Vaipahu667PocilloporidaeDessous;nov-24;Vaipahu;06m;67;Pocilloporidae;Dessous;9;
45597Vaipahu667PocilloporidaeDessus;nov-24;Vaipahu;06m;67;Pocilloporidae;Dessus;2;
45597Vaipahu666PocilloporidaeDessous;nov-24;Vaipahu;06m;66;Pocilloporidae;Dessous;3;
45597Vaipahu665AcroporidaeDessous;nov-24;Vaipahu;06m;65;Acroporidae;Dessous;5;
45597Vaipahu665PocilloporidaeDessous;nov-24;Vaipahu;06m;65;Pocilloporidae;Dessous;2;
45597Vaipahu664AcroporidaeDessous;nov-24;Vaipahu;06m;64;Acroporidae;Dessous;3;
45597Vaipahu664PocilloporidaeDessous;nov-24;Vaipahu;06m;64;Pocilloporidae;Dessous;6;
45413Vaipahu610AutresDessous;mai-24;Vaipahu;06m;10;Autres;Dessous;3;
45413Vaipahu610AcroporidaeDessous;mai-24;Vaipahu;06m;10;Acroporidae;Dessous;9;dont 1 en partie cassé
45413Vaipahu610PocilloporidaeDessous;mai-24;Vaipahu;06m;10;Pocilloporidae;Dessous;18;
45413Vaipahu69PocilloporidaeDessous;mai-24;Vaipahu;06m;9;Pocilloporidae;Dessous;1;
45413Vaipahu617AutresDessous;mai-24;Vaipahu;06m;17;Autres;Dessous;1;
45413Vaipahu617AcroporidaeDessus;mai-24;Vaipahu;06m;17;Acroporidae;Dessus;1;
45413Vaipahu617PocilloporidaeDessous;mai-24;Vaipahu;06m;17;Pocilloporidae;Dessous;3;
45413Vaipahu62AutresDessous;mai-24;Vaipahu;06m;2;Autres;Dessous;1;
45413Vaipahu62AcroporidaeDessous;mai-24;Vaipahu;06m;2;Acroporidae;Dessous;4;
45413Vaipahu62PocilloporidaeDessous;mai-24;Vaipahu;06m;2;Pocilloporidae;Dessous;9;
45413Vaipahu620AutresDessous;mai-24;Vaipahu;06m;20;Autres;Dessous;1;
45413Vaipahu620AutresBords;mai-24;Vaipahu;06m;20;Autres;Bords;1;
45413Vaipahu620AcroporidaeDessous;mai-24;Vaipahu;06m;20;Acroporidae;Dessous;1;
45413Vaipahu620PocilloporidaeDessous;mai-24;Vaipahu;06m;20;Pocilloporidae;Dessous;1;
45413Vaipahu61AutresDessous;mai-24;Vaipahu;06m;1;Autres;Dessous;2;
45413Vaipahu61AcroporidaeDessous;mai-24;Vaipahu;06m;1;Acroporidae;Dessous;3;
45413Vaipahu61PocilloporidaeDessous;mai-24;Vaipahu;06m;1;Pocilloporidae;Dessous;4;
45413Vaipahu616AutresDessous;mai-24;Vaipahu;06m;16;Autres;Dessous;1;
45413Vaipahu616AutresBords;mai-24;Vaipahu;06m;16;Autres;Bords;1;
45413Vaipahu616AcroporidaeDessous;mai-24;Vaipahu;06m;16;Acroporidae;Dessous;5;
45413Vaipahu616PocilloporidaeDessous;mai-24;Vaipahu;06m;16;Pocilloporidae;Dessous;6;
45413Vaipahu614AcroporidaeDessous;mai-24;Vaipahu;06m;14;Acroporidae;Dessous;3;
45413Vaipahu614PocilloporidaeDessous;mai-24;Vaipahu;06m;14;Pocilloporidae;Dessous;7;
45413Vaipahu619AcroporidaeDessous;mai-24;Vaipahu;06m;19;Acroporidae;Dessous;1;
45413Vaipahu619AcroporidaeBords;mai-24;Vaipahu;06m;19;Acroporidae;Bords;1;
45413Vaipahu619PocilloporidaeDessous;mai-24;Vaipahu;06m;19;Pocilloporidae;Dessous;4;
45413Vaipahu64AutresDessous;mai-24;Vaipahu;06m;4;Autres;Dessous;2;
45413Vaipahu64AutresDessus;mai-24;Vaipahu;06m;4;Autres;Dessus;1;
45413Vaipahu63AutresDessous;mai-24;Vaipahu;06m;3;Autres;Dessous;1;
45413Vaipahu63AutresDessus;mai-24;Vaipahu;06m;3;Autres;Dessus;1;
45413Vaipahu63AcroporidaeDessous;mai-24;Vaipahu;06m;3;Acroporidae;Dessous;10;
45413Vaipahu63PocilloporidaeDessous;mai-24;Vaipahu;06m;3;Pocilloporidae;Dessous;10;
45413Vaipahu68AutresDessous;mai-24;Vaipahu;06m;8;Autres;Dessous;2;
45413Vaipahu68AcroporidaeDessous;mai-24;Vaipahu;06m;8;Acroporidae;Dessous;1;
45413Vaipahu65AcroporidaeDessous;mai-24;Vaipahu;06m;5;Acroporidae;Dessous;2;
45413Vaipahu65PocilloporidaeDessous;mai-24;Vaipahu;06m;5;Pocilloporidae;Dessous;2;
45413Vaipahu612AutresDessous;mai-24;Vaipahu;06m;12;Autres;Dessous;1;
45413Vaipahu612AcroporidaeDessus;mai-24;Vaipahu;06m;12;Acroporidae;Dessus;1;
45413Vaipahu1853AutresDessous;mai-24;Vaipahu;18m;53;Autres;Dessous;1;
45413Vaipahu1853PocilloporidaeDessous;mai-24;Vaipahu;18m;53;Pocilloporidae;Dessous;12;
45413Vaipahu1853PocilloporidaeDessus;mai-24;Vaipahu;18m;53;Pocilloporidae;Dessus;1;
45413Vaipahu1849AcroporidaeDessous;mai-24;Vaipahu;18m;49;Acroporidae;Dessous;2;
45413Vaipahu1849PocilloporidaeDessous;mai-24;Vaipahu;18m;49;Pocilloporidae;Dessous;8;
45413Vaipahu1849PocilloporidaeDessus;mai-24;Vaipahu;18m;49;Pocilloporidae;Dessus;1;
45413Vaipahu1856AutresDessous;mai-24;Vaipahu;18m;56;Autres;Dessous;1;
45413Vaipahu1856AutresDessus;mai-24;Vaipahu;18m;56;Autres;Dessus;1;
45413Vaipahu1856AcroporidaeDessus;mai-24;Vaipahu;18m;56;Acroporidae;Dessus;1;
45413Vaipahu1856PocilloporidaeDessous;mai-24;Vaipahu;18m;56;Pocilloporidae;Dessous;11;
45413Vaipahu1856PocilloporidaeDessus;mai-24;Vaipahu;18m;56;Pocilloporidae;Dessus;3;
45413Vaipahu1860AcroporidaeDessous;mai-24;Vaipahu;18m;60;Acroporidae;Dessous;1;
45413Vaipahu1860PocilloporidaeDessous;mai-24;Vaipahu;18m;60;Pocilloporidae;Dessous;8;
45413Vaipahu1860PocilloporidaeDessus;mai-24;Vaipahu;18m;60;Pocilloporidae;Dessus;2;
45413Vaipahu1842CassésDessous;mai-24;Vaipahu;18m;42;Cassés;Dessous;1;
45413Vaipahu1842AutresDessous;mai-24;Vaipahu;18m;42;Autres;Dessous;4;
45413Vaipahu1842PocilloporidaeDessous;mai-24;Vaipahu;18m;42;Pocilloporidae;Dessous;25;
45413Vaipahu1842PocilloporidaeDessus;mai-24;Vaipahu;18m;42;Pocilloporidae;Dessus;1;
45413Vaipahu1841PocilloporidaeDessous;mai-24;Vaipahu;18m;41;Pocilloporidae;Dessous;4;
45413Vaipahu1841PocilloporidaeBords;mai-24;Vaipahu;18m;41;Pocilloporidae;Bords;1;
45413Vaipahu1841PocilloporidaeDessus;mai-24;Vaipahu;18m;41;Pocilloporidae;Dessus;1;
45413Vaipahu1840PocilloporidaeDessous;mai-24;Vaipahu;18m;40;Pocilloporidae;Dessous;5;
45413Vaipahu1844PocilloporidaeDessous;mai-24;Vaipahu;18m;44;Pocilloporidae;Dessous;3;
45413Vaipahu1844PocilloporidaeBords;mai-24;Vaipahu;18m;44;Pocilloporidae;Bords;1;
45413Vaipahu1843CassésDessous;mai-24;Vaipahu;18m;43;Cassés;Dessous;1;
45413Vaipahu1843AutresDessous;mai-24;Vaipahu;18m;43;Autres;Dessous;2;
45413Vaipahu1843AcroporidaeDessous;mai-24;Vaipahu;18m;43;Acroporidae;Dessous;2;
45413Vaipahu1843PocilloporidaeDessous;mai-24;Vaipahu;18m;43;Pocilloporidae;Dessous;9;
45413Vaipahu1848AcroporidaeBords;mai-24;Vaipahu;18m;48;Acroporidae;Bords;1;
45413Vaipahu1848PocilloporidaeDessous;mai-24;Vaipahu;18m;48;Pocilloporidae;Dessous;3;
45413Vaipahu1847PocilloporidaeDessous;mai-24;Vaipahu;18m;47;Pocilloporidae;Dessous;2;
45413Vaipahu1847PocilloporidaeBords;mai-24;Vaipahu;18m;47;Pocilloporidae;Bords;1;
45413Vaipahu1846PocilloporidaeDessous;mai-24;Vaipahu;18m;46;Pocilloporidae;Dessous;4;
45413Vaipahu1859AutresDessous;mai-24;Vaipahu;18m;59;Autres;Dessous;1;
45413Vaipahu1859AutresDessus;mai-24;Vaipahu;18m;59;Autres;Dessus;1;
45413Vaipahu1859PocilloporidaeDessous;mai-24;Vaipahu;18m;59;Pocilloporidae;Dessous;10;
45413Vaipahu1851AcroporidaeDessous;mai-24;Vaipahu;18m;51;Acroporidae;Dessous;2;
45413Vaipahu1851PocilloporidaeDessous;mai-24;Vaipahu;18m;51;Pocilloporidae;Dessous;10;
45413Vaipahu613PocilloporidaeDessus;mai-24;Vaipahu;06m;13;Pocilloporidae;Dessus;2;
45413Vaipahu1239PocilloporidaeDessous;mai-24;Vaipahu;12m;39;Pocilloporidae;Dessous;2;
45413Vaipahu1224CassésDessous;mai-24;Vaipahu;12m;24;Cassés;Dessous;2;
45413Vaipahu1224AutresDessous;mai-24;Vaipahu;12m;24;Autres;Dessous;1;
45413Vaipahu1224AcroporidaeDessous;mai-24;Vaipahu;12m;24;Acroporidae;Dessous;3;
45413Vaipahu1224PocilloporidaeDessous;mai-24;Vaipahu;12m;24;Pocilloporidae;Dessous;10;
45413Vaipahu1224PocilloporidaeDessus;mai-24;Vaipahu;12m;24;Pocilloporidae;Dessus;2;
45413Vaipahu1236AcroporidaeDessous;mai-24;Vaipahu;12m;36;Acroporidae;Dessous;1;
45413Vaipahu1236PocilloporidaeDessous;mai-24;Vaipahu;12m;36;Pocilloporidae;Dessous;13;
45413Vaipahu1235CassésDessous;mai-24;Vaipahu;12m;35;Cassés;Dessous;2;
45413Vaipahu1235AutresDessous;mai-24;Vaipahu;12m;35;Autres;Dessous;3;
45413Vaipahu1235PocilloporidaeDessous;mai-24;Vaipahu;12m;35;Pocilloporidae;Dessous;13;
45413Vaipahu1232AutresDessous;mai-24;Vaipahu;12m;32;Autres;Dessous;1;
45413Vaipahu1232AcroporidaeDessous;mai-24;Vaipahu;12m;32;Acroporidae;Dessous;2;
45413Vaipahu1232PocilloporidaeDessous;mai-24;Vaipahu;12m;32;Pocilloporidae;Dessous;6;
45413Vaipahu1231PocilloporidaeDessous;mai-24;Vaipahu;12m;31;Pocilloporidae;Dessous;5;
45413Vaipahu1231PocilloporidaeBords;mai-24;Vaipahu;12m;31;Pocilloporidae;Bords;1;
45413Vaipahu1230PocilloporidaeDessous;mai-24;Vaipahu;12m;30;Pocilloporidae;Dessous;8;
45413Vaipahu1229AutresDessous;mai-24;Vaipahu;12m;29;Autres;Dessous;1;
45413Vaipahu1229PocilloporidaeDessous;mai-24;Vaipahu;12m;29;Pocilloporidae;Dessous;8;
45413Vaipahu1228AutresDessous;mai-24;Vaipahu;12m;28;Autres;Dessous;1;
45413Vaipahu1228AcroporidaeDessous;mai-24;Vaipahu;12m;28;Acroporidae;Dessous;1;
45413Vaipahu1228PocilloporidaeDessous;mai-24;Vaipahu;12m;28;Pocilloporidae;Dessous;10;
45413Vaipahu1228PocilloporidaeBords;mai-24;Vaipahu;12m;28;Pocilloporidae;Bords;3;
45413Vaipahu1227PocilloporidaeDessous;mai-24;Vaipahu;12m;27;Pocilloporidae;Dessous;4;
45413Vaipahu1226PocilloporidaeDessous;mai-24;Vaipahu;12m;26;Pocilloporidae;Dessous;4;
45413Vaipahu1225PocilloporidaeDessous;mai-24;Vaipahu;12m;25;Pocilloporidae;Dessous;5;
45413Vaipahu1225PocilloporidaeBords;mai-24;Vaipahu;12m;25;Pocilloporidae;Bords;1;
45413Vaipahu1222PocilloporidaeDessous;mai-24;Vaipahu;12m;22;Pocilloporidae;Dessous;16;
45413Vaipahu1222AutresDessous;mai-24;Vaipahu;12m;22;Autres;Dessous;3;
45413Vaipahu1222PocilloporidaeDessous;mai-24;Vaipahu;12m;22;Pocilloporidae;Dessous;23;
45413Vaipahu1221PocilloporidaeDessous;mai-24;Vaipahu;12m;21;Pocilloporidae;Dessous;2;
45413Vaipahu1220AcroporidaeDessous;mai-24;Vaipahu;12m;20;Acroporidae;Dessous;1;
45413Vaipahu1220PocilloporidaeDessous;mai-24;Vaipahu;12m;20;Pocilloporidae;Dessous;14;
45413Vaipahu1220PocilloporidaeDessus;mai-24;Vaipahu;12m;20;Pocilloporidae;Dessus;1;
44440Haapiti18164PocilloporidaeDessus;sept-21;Haapiti;18m;164;Pocilloporidae;Dessus;2;
44440Haapiti18164;sept-21;Haapiti;18m;164;;;;marques de perroquets
44440Haapiti18178AutresBords;sept-21;Haapiti;18m;178;Autres;Bords;1;
44440Haapiti18178PocilloporidaeDessous;sept-21;Haapiti;18m;178;Pocilloporidae;Dessous;1;
44440Haapiti18179;sept-21;Haapiti;18m;179;;;;absente
44440Haapiti18162PocilloporidaeDessous;sept-21;Haapiti;18m;162;Pocilloporidae;Dessous;1;
44440Haapiti18165AutresBords;sept-21;Haapiti;18m;165;Autres;Bords;1;
44440Haapiti18165PocilloporidaeDessous;sept-21;Haapiti;18m;165;Pocilloporidae;Dessous;3;
44440Haapiti18171AutresBords;sept-21;Haapiti;18m;171;Autres;Bords;1;
44440Haapiti18171PocilloporidaeDessus;sept-21;Haapiti;18m;171;Pocilloporidae;Dessus;2;
44440Haapiti18166PocilloporidaeDessous;sept-21;Haapiti;18m;166;Pocilloporidae;Dessous;1;
44440Haapiti18166PocilloporidaeBords;sept-21;Haapiti;18m;166;Pocilloporidae;Bords;1;
44440Haapiti18176PocilloporidaeDessous;sept-21;Haapiti;18m;176;Pocilloporidae;Dessous;2;
44440Haapiti18180AcroporidaeDessous;sept-21;Haapiti;18m;180;Acroporidae;Dessous;1;
44440Haapiti18180PocilloporidaeDessus;sept-21;Haapiti;18m;180;Pocilloporidae;Dessus;2;
44440Haapiti12149;sept-21;Haapiti;12m;149;;;;absente
44440Haapiti12148;sept-21;Haapiti;12m;148;;;;absente
44440Haapiti12145;sept-21;Haapiti;12m;145;;;;absente
44440Haapiti12143;sept-21;Haapiti;12m;143;;;;absente
44440Haapiti12157PocilloporidaeDessous;sept-21;Haapiti;12m;157;Pocilloporidae;Dessous;1;
44440Haapiti12157PocilloporidaeDessus;sept-21;Haapiti;12m;157;Pocilloporidae;Dessus;1;
44440Haapiti12160;sept-21;Haapiti;12m;160;;;;absente
44440Haapiti12159;sept-21;Haapiti;12m;159;;;;absente
44440Haapiti12158;sept-21;Haapiti;12m;158;;;;abs
44440Haapiti12156PocilloporidaeDessous;sept-21;Haapiti;12m;156;Pocilloporidae;Dessous;1;
44440Haapiti12156PocilloporidaeDessus;sept-21;Haapiti;12m;156;Pocilloporidae;Dessus;1;
44440Haapiti12156;sept-21;Haapiti;12m;156;;;;cassée
44440Haapiti12155PocilloporidaeBords;sept-21;Haapiti;12m;155;Pocilloporidae;Bords;1;
44440Haapiti12155;sept-21;Haapiti;12m;155;;;;cassée
44440Haapiti12146AutresBords;sept-21;Haapiti;12m;146;Autres;Bords;1;
44440Haapiti12144PocilloporidaeDessous;sept-21;Haapiti;12m;144;Pocilloporidae;Dessous;1;
44440Haapiti12141;sept-21;Haapiti;12m;141;;;;cassée
44440Haapiti6139;sept-21;Haapiti;06m;139;;;;abs
44440Haapiti6138;sept-21;Haapiti;06m;138;;;;abs
44440Haapiti6137;sept-21;Haapiti;06m;137;;;;abs
44440Haapiti6135;sept-21;Haapiti;06m;135;;;;abs
44440Haapiti6134;sept-21;Haapiti;06m;134;;;;abs
44440Haapiti6132;sept-21;Haapiti;06m;132;;;;pas de recrues
44440Haapiti6131;sept-21;Haapiti;06m;131;;;;pas de recrues
44440Haapiti6130;sept-21;Haapiti;06m;130;;;;absente
44440Haapiti6129;sept-21;Haapiti;06m;129;;;;abs
44440Haapiti6128PocilloporidaeDessus;sept-21;Haapiti;06m;128;Pocilloporidae;Dessus;1;
44440Haapiti6127;sept-21;Haapiti;06m;127;;;;abs
44440Haapiti6126;sept-21;Haapiti;06m;126;;;;abs
44440Haapiti6125;sept-21;Haapiti;06m;125;;;;absente
44440Haapiti6124;sept-21;Haapiti;06m;124;;;;absente
44440Haapiti6123;sept-21;Haapiti;06m;123;;;;absente
44440Haapiti6122;sept-21;Haapiti;06m;122;;;;absente
44440Haapiti6121;sept-21;Haapiti;06m;121;;;;absente
44440Tiahura18108;sept-21;Tiahura;18m;108;;;;absente
44440Tiahura18111PocilloporidaeDessus;sept-21;Tiahura;18m;111;Pocilloporidae;Dessus;1;
44440Tiahura18105PocilloporidaeDessous;sept-21;Tiahura;18m;105;Pocilloporidae;Dessous;2;
44440Tiahura18106AcroporidaeBords;sept-21;Tiahura;18m;106;Acroporidae;Bords;2;
44440Tiahura18106PocilloporidaeDessous;sept-21;Tiahura;18m;106;Pocilloporidae;Dessous;3;
44440Tiahura18106PocilloporidaeDessus;sept-21;Tiahura;18m;106;Pocilloporidae;Dessus;1;
44440Tiahura18107PocilloporidaeBords;sept-21;Tiahura;18m;107;Pocilloporidae;Bords;3;
44440Tiahura18109AutresBords;sept-21;Tiahura;18m;109;Autres;Bords;1;
44440Tiahura18109PocilloporidaeDessous;sept-21;Tiahura;18m;109;Pocilloporidae;Dessous;3;
44440Tiahura18113PocilloporidaeDessous;sept-21;Tiahura;18m;113;Pocilloporidae;Dessous;1;
44440Tiahura18113PocilloporidaeDessus;sept-21;Tiahura;18m;113;Pocilloporidae;Dessus;1;
44440Tiahura18101PoritidaeDessous;sept-21;Tiahura;18m;101;Poritidae;Dessous;2;
44440Tiahura18101AcroporidaeDessus;sept-21;Tiahura;18m;101;Acroporidae;Dessus;1;
44440Tiahura18101PocilloporidaeDessus;sept-21;Tiahura;18m;101;Pocilloporidae;Dessus;1;
44440Tiahura1282;sept-21;Tiahura;12m;82;;;;absente
44440Tiahura1295AutresDessous;sept-21;Tiahura;12m;95;Autres;Dessous;1;
44440Tiahura1295PocilloporidaeDessous;sept-21;Tiahura;12m;95;Pocilloporidae;Dessous;2;
44440Tiahura12100AutresBords;sept-21;Tiahura;12m;100;Autres;Bords;1;
44440Tiahura12100PocilloporidaeDessous;sept-21;Tiahura;12m;100;Pocilloporidae;Dessous;6;
44440Tiahura12100PocilloporidaeDessus;sept-21;Tiahura;12m;100;Pocilloporidae;Dessus;2;
44440Tiahura12100PocilloporidaeDessous;sept-21;Tiahura;12m;100;Pocilloporidae;Dessous;3;
44440Tiahura1298PoritidaeBords;sept-21;Tiahura;12m;98;Poritidae;Bords;1;
44440Tiahura1298PocilloporidaeDessous;sept-21;Tiahura;12m;98;Pocilloporidae;Dessous;1;
44440Tiahura1298PocilloporidaeDessus;sept-21;Tiahura;12m;98;Pocilloporidae;Dessus;1;
44440Tiahura1293PocilloporidaeDessous;sept-21;Tiahura;12m;93;Pocilloporidae;Dessous;1;
44440Tiahura680PocilloporidaeDessus;sept-21;Tiahura;06m;80;Pocilloporidae;Dessus;1;
44440Tiahura678;sept-21;Tiahura;06m;78;;;;absente
44440Tiahura676PoritidaeDessous;sept-21;Tiahura;06m;76;Poritidae;Dessous;1;
44440Tiahura676PocilloporidaeDessous;sept-21;Tiahura;06m;76;Pocilloporidae;Dessous;1;
44440Tiahura673AcroporidaeDessous;sept-21;Tiahura;06m;73;Acroporidae;Dessous;1;
44440Tiahura673PocilloporidaeDessous;sept-21;Tiahura;06m;73;Pocilloporidae;Dessous;1;
44440Tiahura673PocilloporidaeBords;sept-21;Tiahura;06m;73;Pocilloporidae;Bords;1;
44440Tiahura672AcroporidaeDessous;sept-21;Tiahura;06m;72;Acroporidae;Dessous;1;
44440Tiahura672PocilloporidaeDessous;sept-21;Tiahura;06m;72;Pocilloporidae;Dessous;2;
44440Tiahura672PocilloporidaeBords;sept-21;Tiahura;06m;72;Pocilloporidae;Bords;1;
44440Tiahura671AutresBords;sept-21;Tiahura;06m;71;Autres;Bords;1;
44440Tiahura671AcroporidaeDessous;sept-21;Tiahura;06m;71;Acroporidae;Dessous;1;
44440Tiahura671PocilloporidaeDessus;sept-21;Tiahura;06m;71;Pocilloporidae;Dessus;1;
44440Tiahura669PocilloporidaeBords;sept-21;Tiahura;06m;69;Pocilloporidae;Bords;1;
44440Tiahura666;sept-21;Tiahura;06m;66;;;;cassée
44440Tiahura664PocilloporidaeDessous;sept-21;Tiahura;06m;64;Pocilloporidae;Dessous;3;
44440Tiahura664PocilloporidaeBords;sept-21;Tiahura;06m;64;Pocilloporidae;Bords;2;
44440Tiahura664PocilloporidaeDessus;sept-21;Tiahura;06m;64;Pocilloporidae;Dessus;1;
44440Tiahura663;sept-21;Tiahura;06m;63;;;;absente
44440Tiahura662PocilloporidaeDessus;sept-21;Tiahura;06m;62;Pocilloporidae;Dessus;2;
44440Tiahura662;sept-21;Tiahura;06m;62;;;;cassée
44440Tiahura661PocilloporidaeDessous;sept-21;Tiahura;06m;61;Pocilloporidae;Dessous;2;
44440Tiahura661PocilloporidaeBords;sept-21;Tiahura;06m;61;Pocilloporidae;Bords;1;
44440Vaipahu617;sept-21;Vaipahu;06m;17;;;;absente
44440Vaipahu613PocilloporidaeDessous;sept-21;Vaipahu;06m;13;Pocilloporidae;Dessous;1;
44440Vaipahu611PocilloporidaeDessous;sept-21;Vaipahu;06m;11;Pocilloporidae;Dessous;2;
44440Vaipahu612PocilloporidaeDessous;sept-21;Vaipahu;06m;12;Pocilloporidae;Dessous;2;
44440Vaipahu612PocilloporidaeBords;sept-21;Vaipahu;06m;12;Pocilloporidae;Bords;1;
44440Vaipahu612PocilloporidaeDessus;sept-21;Vaipahu;06m;12;Pocilloporidae;Dessus;1;
44440Vaipahu65PoritidaeDessous;sept-21;Vaipahu;06m;5;Poritidae;Dessous;1;
44440Vaipahu65PocilloporidaeBords;sept-21;Vaipahu;06m;5;Pocilloporidae;Bords;1;
44440Vaipahu65PocilloporidaeDessus;sept-21;Vaipahu;06m;5;Pocilloporidae;Dessus;2;
44440Vaipahu64PocilloporidaeDessous;sept-21;Vaipahu;06m;4;Pocilloporidae;Dessous;3;
44440Vaipahu64PocilloporidaeDessus;sept-21;Vaipahu;06m;4;Pocilloporidae;Dessus;2;
44440Vaipahu63PocilloporidaeDessous;sept-21;Vaipahu;06m;3;Pocilloporidae;Dessous;2;
44440Vaipahu63AutresBords;sept-21;Vaipahu;06m;3;Autres;Bords;1;
44440Vaipahu63PocilloporidaeDessous;sept-21;Vaipahu;06m;3;Pocilloporidae;Dessous;1;
44440Vaipahu62PoritidaeDessous;sept-21;Vaipahu;06m;2;Poritidae;Dessous;1;
44440Vaipahu62PocilloporidaeDessus;sept-21;Vaipahu;06m;2;Pocilloporidae;Dessus;1;
44440Vaipahu619PocilloporidaeDessous;sept-21;Vaipahu;06m;19;Pocilloporidae;Dessous;2;
44440Vaipahu616PoritidaeDessous;sept-21;Vaipahu;06m;16;Poritidae;Dessous;1;
44440Vaipahu616AcroporidaeDessous;sept-21;Vaipahu;06m;16;Acroporidae;Dessous;1;
44440Vaipahu616PocilloporidaeDessous;sept-21;Vaipahu;06m;16;Pocilloporidae;Dessous;2;
44440Vaipahu616PocilloporidaeDessus;sept-21;Vaipahu;06m;16;Pocilloporidae;Dessus;1;
44440Vaipahu614PocilloporidaeBords;sept-21;Vaipahu;06m;14;Pocilloporidae;Bords;1;
44440Vaipahu61AutresBords;sept-21;Vaipahu;06m;1;Autres;Bords;1;
44440Vaipahu61AcroporidaeDessous;sept-21;Vaipahu;06m;1;Acroporidae;Dessous;2;
44440Vaipahu61PocilloporidaeDessous;sept-21;Vaipahu;06m;1;Pocilloporidae;Dessous;1;
44440Vaipahu1220PoritidaeBords;sept-21;Vaipahu;12m;20;Poritidae;Bords;1;
44440Vaipahu1220PocilloporidaeDessous;sept-21;Vaipahu;12m;20;Pocilloporidae;Dessous;2;
44440Vaipahu1225AcroporidaeDessous;sept-21;Vaipahu;12m;25;Acroporidae;Dessous;1;
44440Vaipahu1225PocilloporidaeDessous;sept-21;Vaipahu;12m;25;Pocilloporidae;Dessous;1;
44440Vaipahu1225PocilloporidaeBords;sept-21;Vaipahu;12m;25;Pocilloporidae;Bords;1;
44440Vaipahu1227AcroporidaeBords;sept-21;Vaipahu;12m;27;Acroporidae;Bords;1;
44440Vaipahu1227PocilloporidaeDessous;sept-21;Vaipahu;12m;27;Pocilloporidae;Dessous;16;
44440Vaipahu1228AcroporidaeDessous;sept-21;Vaipahu;12m;28;Acroporidae;Dessous;1;
44440Vaipahu1228PocilloporidaeDessous;sept-21;Vaipahu;12m;28;Pocilloporidae;Dessous;2;
44440Vaipahu1229PocilloporidaeDessous;sept-21;Vaipahu;12m;29;Pocilloporidae;Dessous;3;
44440Vaipahu1229PocilloporidaeDessus;sept-21;Vaipahu;12m;29;Pocilloporidae;Dessus;1;
44440Vaipahu1226PocilloporidaeDessus;sept-21;Vaipahu;12m;26;Pocilloporidae;Dessus;2;
44440Vaipahu1235PocilloporidaeDessus;sept-21;Vaipahu;12m;35;Pocilloporidae;Dessus;1;
44440Vaipahu1236AutresBords;sept-21;Vaipahu;12m;36;Autres;Bords;1;
44440Vaipahu1232AcroporidaeDessus;sept-21;Vaipahu;12m;32;Acroporidae;Dessus;1;
44440Vaipahu1860PocilloporidaeDessous;sept-21;Vaipahu;18m;60;Pocilloporidae;Dessous;1;
44440Vaipahu1860PocilloporidaeDessus;sept-21;Vaipahu;18m;60;Pocilloporidae;Dessus;1;
44440Vaipahu1859AcroporidaeDessus;sept-21;Vaipahu;18m;59;Acroporidae;Dessus;1;
44440Vaipahu1859PocilloporidaeDessous;sept-21;Vaipahu;18m;59;Pocilloporidae;Dessous;1;
